id,college_id,type,title,detail,is_official,source_url,minimum_sat,minimum_toefl,required_round,allowed_rounds,early_action_adjustment,early_decision_adjustment,affected_major,minimum_strength_band,source_note
cmu_rounds,cmu,round,First-year application rounds,"Carnegie Mellon offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.cmu.edu/admission/admission/application-plans-deadlines,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
umich_rounds,umich,round,First-year application rounds,Michigan offers Early Action and Regular Decision for first-year applicants.,true,https://admissions.umich.edu/apply/first-year-applicants/requirements-deadlines,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
notre_dame_rounds,notre_dame,round,First-year application rounds,Notre Dame offers Restrictive Early Action and Regular Decision for first-year applicants.,true,https://admissions.nd.edu/apply/first-year-applicants/,,,,EA|RD,0.35,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
washu_rounds,washu,round,First-year application rounds,"Washington University in St. Louis offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://admissions.wustl.edu/how-to-apply/,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
emory_rounds,emory,round,First-year application rounds,"Emory offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://apply.emory.edu/apply/first-year/plans-deadlines/index.html,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
georgetown_rounds,georgetown,round,First-year application rounds,Georgetown offers Early Action and Regular Decision for first-year applicants; Early Action is non-binding.,true,https://uadmissions.georgetown.edu/applying/first-year-application/,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
unc_rounds,unc,round,First-year application rounds,UNC-Chapel Hill offers Early Action and Regular Decision for first-year applicants.,true,https://admissions.unc.edu/apply/types-of-applications/first-year/,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
uva_rounds,uva,round,First-year application rounds,"UVA offers Early Decision, Early Action, and Regular Decision for first-year applicants.",true,https://admission.virginia.edu/admission/deadlines-instructions,,,,EA|ED|RD,0.25,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
usc_rounds,usc,round,First-year application rounds,USC offers Early Action and Regular Decision for first-year applicants; some programs may require Regular Decision.,true,https://admission.usc.edu/prospective-students/how-to-apply/first-year-students/,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
ucsd_rounds,ucsd,round,First-year application rounds,University of California campuses use the UC first-year filing period and do not offer EA or ED first-year rounds.,true,https://admission.universityofcalifornia.edu/how-to-apply/applying-as-a-freshman/dates-and-deadlines.html,,,,RD,,,,,Official admissions page reviewed for Fall 2026 first-year application plans.
uf_rounds,uf,round,First-year application rounds,Florida offers Early Action and Regular Decision for first-year applicants.,true,https://admissions.ufl.edu/apply/freshman,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
ut_austin_rounds,ut_austin,round,First-year application rounds,UT Austin offers Early Action and Regular Decision for first-year applicants.,true,https://admissions.utexas.edu/apply/freshman/,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
gatech_rounds,gatech,round,First-year application rounds,Georgia Tech offers Early Action and Regular Decision for first-year applicants.,true,https://admission.gatech.edu/first-year/deadlines,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
nyu_rounds,nyu,round,First-year application rounds,"NYU offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.nyu.edu/admissions/undergraduate-admissions/how-to-apply/all-freshmen-applicants.html,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
uc_davis_rounds,uc_davis,round,First-year application rounds,University of California campuses use the UC first-year filing period and do not offer EA or ED first-year rounds.,true,https://admission.universityofcalifornia.edu/how-to-apply/applying-as-a-freshman/dates-and-deadlines.html,,,,RD,,,,,Official admissions page reviewed for Fall 2026 first-year application plans.
uc_irvine_rounds,uc_irvine,round,First-year application rounds,University of California campuses use the UC first-year filing period and do not offer EA or ED first-year rounds.,true,https://admission.universityofcalifornia.edu/how-to-apply/applying-as-a-freshman/dates-and-deadlines.html,,,,RD,,,,,Official admissions page reviewed for Fall 2026 first-year application plans.
boston_college_rounds,boston_college,round,First-year application rounds,"Boston College offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.bc.edu/bc-web/admission/apply/first-year.html,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
tufts_rounds,tufts,round,First-year application rounds,"Tufts offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://admissions.tufts.edu/apply/first-year-students/,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
uiuc_rounds,uiuc,round,First-year application rounds,Illinois offers Early Action and Regular Decision for first-year applicants.,true,https://www.admissions.illinois.edu/apply/freshman/dates,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
wisconsin_rounds,wisconsin,round,First-year application rounds,Wisconsin offers Early Action and Regular Decision for first-year applicants.,true,https://admissions.wisc.edu/deadlines/,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
ucsb_rounds,ucsb,round,First-year application rounds,University of California campuses use the UC first-year filing period and do not offer EA or ED first-year rounds.,true,https://admission.universityofcalifornia.edu/how-to-apply/applying-as-a-freshman/dates-and-deadlines.html,,,,RD,,,,,Official admissions page reviewed for Fall 2026 first-year application plans.
ohio_state_rounds,ohio_state,round,First-year application rounds,Ohio State offers Early Action and Regular Decision for first-year applicants.,true,https://undergrad.osu.edu/apply/freshmen-columbus/who-gets-in/deadlines,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
bu_rounds,bu,round,First-year application rounds,"Boston University offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.bu.edu/admissions/apply/first-year/,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
rutgers_nb_rounds,rutgers_nb,round,First-year application rounds,Rutgers-New Brunswick offers Early Action and Regular Decision for first-year applicants.,true,https://admissions.rutgers.edu/apply/dates-deadlines/new-brunswick,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
umd_rounds,umd,round,First-year application rounds,Maryland offers Early Action and Regular Decision for first-year applicants.,true,https://admissions.umd.edu/apply/application-deadlines,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
uw_seattle_rounds,uw_seattle,round,First-year application rounds,University of Washington first-year applicants use the autumn first-year deadline; UW does not offer EA or ED in this model.,true,https://admit.washington.edu/apply/freshman/,,,,RD,,,,,Official admissions page reviewed for Fall 2026 first-year application plans.
lehigh_rounds,lehigh,round,First-year application rounds,"Lehigh offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www1.lehigh.edu/admissions/apply,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
northeastern_rounds,northeastern,round,First-year application rounds,"Northeastern offers Early Decision I, Early Action, Early Decision II, and Regular Decision for first-year applicants.",true,https://admissions.northeastern.edu/application-information/application-deadlines-decisions/,,,,EA|ED|RD,0.25,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
purdue_rounds,purdue,round,First-year application rounds,Purdue offers Early Action and Regular Decision for first-year applicants.,true,https://www.admissions.purdue.edu/apply/deadlines.php,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
uga_rounds,uga,round,First-year application rounds,Georgia offers Early Action and Regular Decision for first-year applicants.,true,https://www.admissions.uga.edu/admissions/first-year/deadlines/,,,,EA|RD,0.25,,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
rochester_rounds,rochester,round,First-year application rounds,"Rochester offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://admissions.rochester.edu/applying/dates-deadlines/,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
case_rounds,case,round,First-year application rounds,"Case Western Reserve offers Early Action, Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://case.edu/admission/apply/dates-deadlines,,,,EA|ED|RD,0.25,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
williams_rounds,williams,round,First-year application rounds,Williams offers Early Decision and Regular Decision for first-year applicants.,true,https://www.williams.edu/admission-aid/apply/first-year/,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
amherst_rounds,amherst,round,First-year application rounds,Amherst offers Early Decision and Regular Decision for first-year applicants.,true,https://www.amherst.edu/admission/apply/firstyear,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
swarthmore_rounds,swarthmore,round,First-year application rounds,"Swarthmore offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.swarthmore.edu/admissions-aid/first-year-application-process,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
bowdoin_rounds,bowdoin,round,First-year application rounds,"Bowdoin offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.bowdoin.edu/admissions/apply/deadlines-requirements/index.html,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
claremont_mckenna_rounds,claremont_mckenna,round,First-year application rounds,"Claremont McKenna offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.cmc.edu/admission/first-year-application-instructions,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
pomona_rounds,pomona,round,First-year application rounds,"Pomona offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.pomona.edu/admissions/paths-apply,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
wellesley_rounds,wellesley,round,First-year application rounds,"Wellesley offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www1.wellesley.edu/admission/apply/firstyear/datesdeadlines,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
carleton_rounds,carleton,round,First-year application rounds,"Carleton offers Early Decision Fall, Early Decision Winter, and Regular Decision for first-year applicants.",true,https://www.admissions.carleton.edu/register/roundchange,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
harvey_mudd_rounds,harvey_mudd,round,First-year application rounds,"Harvey Mudd offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.hmc.edu/admission/apply/first-year-applicants/,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
barnard_rounds,barnard,round,First-year application rounds,Barnard offers Early Decision and Regular Decision for first-year applicants.,true,https://barnard.edu/admissions/application-rounds,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
davidson_rounds,davidson,round,First-year application rounds,"Davidson offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.davidson.edu/admission-and-financial-aid/apply/first-year-applicants,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
grinnell_rounds,grinnell,round,First-year application rounds,"Grinnell offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.grinnell.edu/node/5421,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
hamilton_rounds,hamilton,round,First-year application rounds,"Hamilton offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.hamilton.edu/admission/apply/details,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
middlebury_rounds,middlebury,round,First-year application rounds,"Middlebury offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.middlebury.edu/college/admissions/application-instructions-and-deadlines,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
smith_rounds,smith,round,First-year application rounds,"Smith offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.smith.edu/admission-aid/apply-smith/first-year-applicants,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
vassar_rounds,vassar,round,First-year application rounds,"Vassar offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.vassar.edu/admission/apply/requirements/,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
wesleyan_rounds,wesleyan,round,First-year application rounds,"Wesleyan offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.wesleyan.edu/admission/apply/first-year.html,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
washington_and_lee_rounds,washington_and_lee,round,First-year application rounds,"Washington and Lee offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.wlu.edu/admissions/apply/first-year-applicants,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
